id,AC093001.1,MUCL1,ROCR,HMGCS2,CYP4Z2P,CLCA2,SOX10,CT83,LINC01152,HORMAD1,CYP4Z1,ROPN1B,SPINK8,TFAP2B,TDRD1,ADH1C,ROPN1,PRSS33,GABRP,SDR16C5,CEACAM5,DLX6,CPHL1P,TSPAN8,FOXA1,LEMD1,LINC02188,CCL21,LINC02487,FREM2,SLC6A15,LINC00993,LINC01956,IYD,CEACAM7,ENSG00000240800,ABCC12,MIA,LINC01198,CYP4F8,KLHDC7A,TMC5,ANKRD30A,ABCA12,OCA2,LRRC31,TFF3,HGD,AC096996.2,REEP6,ZIC1,AR,AGR2,TTC6,LRG1,SLC44A4,AC020907.1,SMIM31,C7,TPSB2,UGT8,FCN2,CNTNAP2,SPDEF,TMEM213,ZBTB8B,COL9A1,ENSG00000254967,ELF5,CAPN13,OXGR1,SHC4,DLX6-AS1,SIDT1,PRAME,SOX9-AS1,ZBTB16,LINC01224,CPA3,AC008268.1,TPSAB1,TTYH1,SPHKAP,KIRREL3-AS1,CCKBR,C9orf152,AC024940.2,RLBP1,FAM19A3,CA6,AP001783.1,AARD,FABP4,PLA2G2A,BCAS1,LRFN2,EPGN,SLCO4A1-AS1,PRR15,ART3,PLEKHG7,CTSG,AC005077.4,LINC02015,POU4F1,HDC,AL157387.1,AC011247.1,OGN,GABBR2,MUC16,ST6GALNAC1,RASGEF1C,SOX8,AC015712.4,NDUFB4P11,CRABP1,SEC14L4,MS4A2,SLC27A6,S100A1,TPSD1,KNDC1,SCRG1,MLPH,SELP,NCMAP,CHRM3,AL022334.1,PCDH8,FCER2,ZIC4,EN1,TFCP2L1,SFRP1,MMRN1,ABCA8,TCAM1P,VGLL1,PTX3,CST2,DLGAP1,AC022101.1,DSC3,PLEKHB1,TMPRSS5,SYTL5,ENSG00000232224,PLS3-AS1,PLA2G4F,CRHR1,MAPK4,CYP4B1,GFRA3,OR7E22P,EPHA7,ABCC8,KRT9,AC245884.9,BLK,NRTN,GTF2IP7,OPRK1,SLC7A2,C8orf46,SCUBE2,AC021683.2,LINC00862,SOX6,FBN3,KYNU,TMEM45B,AC098936.1,CMTM5,OR2B6,C4B,LINC00160,ATP1A2,AC022148.1,MFAP4,KRT83,CILP,LINC00518,LILRA4,LAMP5,LINC01122,CNR2,AC069148.1,DRAIC,CD19,FOXD3,KCNK5,IMPDH1P8,SFRP4,NRK,HRASLS2,EXTL1,CD177,SERPINB5,GFRA1,CXCL14,LINC00504,CYP4F22,MSX2,RPSAP69,LINC00839,WNK3,SCN2B,FOXD3-AS1,TSPAN1,LINC00092,CMA1,KERA,C9orf170,ENSG00000253701,C1QL4,SVOPL
SD0693,0.315,16.834,0.14,2.52,0.14,6.475,199.242,8.189,0.245,24.078,0,12.424,0.63,1.925,0.105,0.035,21.944,13.894,61.386,0.945,0.175,0.63,1.26,0,0.63,1.295,0.945,0,0.98,1.26,20.789,0,12.389,0.105,0,0,0,1.295,4.795,0.42,4.34,0.21,0,2.065,0.245,0.175,0.7,0.42,0,97.959,15.154,2.52,1.225,1.925,9.239,0.105,6.44,0,0.105,0,39.162,0.105,13.719,26.913,1.365,0.245,21.489,0.035,272.668,1.82,4.76,4.55,0.525,0.98,54.492,3.57,0,11.829,0.07,0,0.105,55.436,0.91,0,0.035,0.63,0.525,0.7,2.415,0.805,0.035,68.806,1.05,0.07,0.175,0,0.21,4.97,0,7.595,0,0,3.325,0.525,3.43,0.175,0,3.045,0.315,4.76,9.274,0.21,7.525,30.833,0.28,0.07,1319.87,6.685,0,2.17,23.379,0.035,0,30.553,32.933,0,0.735,7.595,0.91,0.56,0,1.4,51.552,64.466,221.606,0.105,0.14,1.26,12.109,4.235,0.035,2.52,0.455,31.323,163.3,4.34,0.035,20.509,1.365,10.009,1.645,4.27,3.605,28.278,2.38,0.595,0.035,1.26,1.225,0.07,46.477,0.385,1.435,0.49,2.485,1.12,0.14,0.07,2.17,0.805,1.4,1.4,0.035,0,1.225,0.49,0.455,0.875,0.35,1.82,1.26,1.26,0.315,0,0.14,0.245,0,3.43,0.035,0.14,0.77,44.797,1.61,0.175,0.35,0.7,9.974,0.035,26.143,0.84,17.114,1.155,19.039,0,0.91,8.749,6.02,0.665,2.625,6.79,0.105,0,0.035,0.56,0,1.225,5.32
SD0717,0.113,1.172,4.083,0.113,0,0.113,134.135,1.021,1.739,44.346,0.302,13.724,0.151,6.956,0.454,1.134,12.816,13.761,637.784,0.151,0.265,2.533,0.038,0,4.423,4.915,1.663,58.826,5.217,0.794,5.595,0.076,11.001,0.076,0.076,0.038,0,0.681,0.227,0,0.076,0.038,0.076,0.454,6.427,0.076,1.55,2.268,0,7.75,13.913,5.028,0.945,0.113,1.096,0.945,3.781,0,27.145,4.348,28.846,0.038,1.588,11.455,10.623,0.076,1.399,0.113,78.447,0.983,3.516,15.349,3.213,12.552,0.794,4.877,0.983,2.873,3.176,0.038,7.183,36.672,1.852,1.134,1.55,3.932,8.015,8.582,6.125,22.608,1.928,39.658,10.434,4.499,2.646,0,0,0.151,2.117,60.262,1.096,1.739,0.378,0.529,4.083,1.248,0,3.403,2.457,1.966,37.655,0.718,2.798,46.047,0.454,4.461,39.847,0.756,0.151,10.397,153.114,0.038,0.227,8.884,5.482,14.858,11.342,25.557,0.605,0.038,25.292,6.465,78.939,52.928,281.88,3.705,5.066,5.179,36.861,7.259,2.835,26.918,0,14.48,70.962,2.231,0.113,0.227,0.265,0.265,8.506,1.966,0.756,2.684,0.529,0.983,0.076,2.268,0.756,21.89,14.782,0.076,8.09,4.726,34.517,3.251,0,0.113,9.451,11.266,8.242,1.323,0.643,0.076,0.151,24.423,1.059,0.302,0.038,44.611,2.798,86.878,0.34,11.342,8.355,0.454,9.83,0.227,0.038,39.885,2.873,99.165,0.302,33.647,0.567,7.977,20.188,0.416,150.77,3.176,49.904,0.454,0.416,0.416,0.491,0.491,1.323,0.038,4.31,1.777,0.832,0.34,0.038,0.983,2.76,2.533,6.2
SD0721,0.067,0.873,39.886,0,0.235,3.76,233.977,2.854,30.25,11.65,0.504,7.823,0,3.223,0.067,0,16.183,29.747,16.082,0.671,0.034,25.617,0.134,0.235,0.403,2.115,1.847,0.134,0.436,5.405,15.578,0,12.187,0.067,0.034,0,0.671,8.36,0.067,0.067,0,0.034,0.101,2.149,4.465,0,1.041,1.612,0,0.671,4.297,0.269,2.484,0.067,1.007,2.719,1.914,0,0.034,0.47,30.284,0.168,0.201,3.29,8.394,2.955,65.503,0.034,23.703,0.269,4.6,59.493,10.811,1.074,30.552,35.387,0,0.403,2.048,0.034,0.806,72.419,0.034,4.868,0.906,0.369,3.66,0.067,8.864,0.571,1.914,42.337,0.235,3.827,0.067,0,0,1.947,0.101,15.41,0,0.067,0.336,0.034,1.444,0.436,0,0.436,2.686,2.35,39.181,0.034,1.679,72.386,0.201,3.089,16.821,2.417,0.134,10.207,102.199,0,0.537,150.68,10.24,0.067,12.456,31.459,1.209,1.074,0.47,2.753,99.849,63.153,422.059,0.067,1.074,5.54,1.142,69.263,0.101,26.456,0,187.645,25.248,8.394,0.336,6.983,0.571,0.034,13.665,4.163,0,0.839,0.067,9.77,0,1.175,1.007,0.034,14.538,0.034,1.209,4.667,9.669,13.228,7.521,0.201,72.721,50.764,2.552,0.302,0.604,5.909,1.242,2.82,0,0.067,0.873,3.324,0.638,1.947,0.403,0.134,0.604,1.612,0,0.537,0.201,0.067,1.746,132.752,1.108,3.357,0.034,0.101,103.609,0.201,198.422,0.806,6.345,0.067,0.067,3.592,0.436,5.54,4.365,0.269,0.638,2.35,1.209,0,0,1.477,0,25.483,1.142
SD0781,0.361,2.257,1.896,0.181,7.463,0.692,0.361,3.28,2.468,0.993,2.137,7.403,0.12,1.174,0.12,0.06,2.498,0,432.387,0.12,0.12,0.211,0.331,0.451,0.993,0.06,2.528,0.09,0.12,0.722,8.215,0.09,0,0,0.03,0.12,0.331,1.956,7.794,0.812,0.181,0.933,0.181,0.692,6.891,0.09,0.812,0,0,3.852,7.041,40.533,3.4,0.181,8.606,0.752,0.692,0.03,0.361,4.995,33.311,0.06,0.632,6.379,0.12,0.09,0.301,0.03,415.446,0.391,1.264,0.542,0.09,13.03,238.025,12.157,0.391,1.053,11.375,0,6.59,1.444,0.782,0.181,0,0.421,12.398,0.15,3.37,2.227,0.09,4.454,0.481,0.241,2.227,0.752,0.09,1.023,0.06,1.595,1.324,0.03,0.181,0.03,0.06,0.873,0.12,25.638,0.391,8.696,11.615,0.12,0.15,50.464,1.565,3.912,39.119,5.898,0.361,0,0.391,0.722,0.331,0.15,1.204,5.898,0.782,0.963,0.241,8.335,0.903,3.611,0.632,20.673,238.085,0.692,0.241,0.15,1.926,0.481,0,1.384,0,25.247,37.013,2.227,0.03,0.361,0.03,3.912,12.368,0.09,5.687,0.752,9.118,3.25,0.03,0.12,0.12,5.356,0.301,0.03,0.03,1.414,9.78,5.838,14.865,0.03,3.611,0.15,19.59,0.542,0.06,0.15,1.926,4.363,0.03,0,2.287,7.673,0,10.352,0.15,5.146,1.956,0.782,1.926,0.451,0.331,17.754,0.09,21.185,0.632,16.912,0.331,0.361,5.116,0.09,4.845,0.602,12.789,0.06,0.241,0.451,0.481,60.093,2.648,0.03,0.09,1.264,4.032,0.15,0.03,1.143,2.106,23.261,1.444
SD0791,117.775,2329.36,0,350.52,26.211,179.466,0.195,0,0,0,0.857,0.039,50.085,134.522,61.263,60.718,0,0,0.389,106.091,23.796,0,10.009,13.086,233.057,0,0,5.336,0.078,0.078,0.039,0.818,0,54.097,0.935,1.207,26.289,0,0,3.895,0.273,178.492,6.971,53.318,2.025,10.126,33.572,33.884,8.062,229.084,4.946,271.263,304.796,5.764,42.647,38.557,0.584,7.439,0.545,3.622,1.168,34.974,121.085,169.145,0.039,0.156,0,0.117,14.138,187.995,0,0.506,0,30.768,25.432,0.234,37.7,0,5.102,1.792,4.05,5.141,0,0,0,100.677,0.234,0,0.234,0,0,0.234,1.675,3.31,4.79,7.634,2.765,0.039,26.562,0.078,1.091,0,28.081,2.025,0,3.349,1.363,0.312,12.58,0.039,1.753,19.045,0.584,0.896,0,0,0.234,0,0.273,0.078,0.039,0.117,0.506,0.74,217.322,1.129,0.273,3.427,0,0,0.039,3.233,3.622,3.272,141.844,1.714,0.584,3.934,4.635,0.584,0.195,0.078,5.297,312.664,1.285,0.351,16.825,0.078,0,7.205,0.428,0.779,0.74,0,0,0.74,6.543,0,0.117,0.195,0.234,6.076,0.584,84.203,0.701,116.1,0,4.946,8.763,0.273,152.982,78.984,0,0,0.506,62.626,2.493,9.269,0.389,8.958,0.039,39.687,0.623,8.218,17.253,0.156,0.078,0.195,2.765,1.908,0,11.684,0.078,300.668,9.386,2.609,1.869,83.891,0.351,2.376,53.006,0.74,0.273,43.737,0,0.389,0.818,0.351,0,14.722,0.117,0.195,1.986,0,0.078,0.039,0.078
SD0816,673.077,16516.331,0.043,60.377,95.823,879.141,0.901,0,0.172,0.043,2.274,0.687,39.822,354.583,22.314,3.948,0.043,0,2.317,122.643,1.459,0,160.663,66.514,166.842,0,0,34.373,0.043,0,0.043,1.802,0,0.815,25.704,2.017,10.728,0,0,7.982,8.797,325.532,7.553,300.213,2.189,30.682,6.136,30.854,7.381,151.523,0,1743.135,27.292,5.364,153.84,313.001,0.129,19.697,80.074,6.308,8.797,10.084,93.119,229.88,0.3,0,0,4.162,6.179,10.299,0.257,0.558,0,69.346,0.429,0.257,16.35,0,12.573,32.098,9.312,8.239,0,0,0,79.259,0.815,0,0.086,0,0,0.901,109.598,18.71,47.332,0.944,2.789,0,9.526,0.172,19.611,1.202,8.282,0.172,0.215,1.116,1.03,1.416,32.184,0.086,2.06,32.957,0.129,6.308,0.043,0.172,0.73,0,0.601,1.159,1.545,1.073,5.664,0.343,182.849,20.126,0.343,1.373,0,0,21.628,0,2.532,1.545,76.04,16.392,35.059,0.086,4.205,1.244,0.515,0.429,5.879,2.317,4.42,0.472,5.278,0.172,0,16.135,0.515,0.215,1.631,0.086,0.086,0.086,2.489,0,0.129,18.066,0.343,2.274,0,158.088,0.086,117.665,0.043,3.175,1.373,0.257,433.799,27.721,0.257,0,0,53.855,0.172,5.407,0.086,76.813,0,87.884,0,3.39,18.281,0,5.235,0,6.737,31.97,0.386,7.467,0,239.149,33.471,1.845,0.558,0.687,0.901,22.271,307.895,3.347,0.815,26.734,0.043,0.343,0.558,0.601,0.687,18.924,0.215,0.987,1.459,0.043,4.162,0,0.687
SD0859,0.576,399.36,0,26.107,4.698,129.252,0.501,0,0,0.334,96.776,0.111,0.891,91.317,27.035,2.228,0.52,0,71.598,23.377,325.998,0,71.821,0.371,199.16,0.074,0,27.889,0.019,0,0,0.111,0.427,7.074,1.634,0.297,0.149,0.056,0,0.947,31.194,140.114,0.743,54.683,2.247,16.21,16.6,10.101,0.019,34.666,0.037,62.945,120.321,10.231,13.276,21.947,3.417,0.037,10.342,19.422,0.817,11.642,63.391,147.467,0.687,0,0.037,0.111,4.531,83.11,0.557,0.52,0,28.762,0.706,0.241,0.353,0.204,30.544,0.074,25.308,1.318,0,0,0.297,25.03,0.836,0,0.056,0.019,0,45.269,5.905,12.273,28.892,0.724,5.329,0.074,22.542,6.684,0.594,2.005,10.974,0.594,0,6.74,0.297,0.297,4.865,0.074,87.474,2.915,0.966,0.613,0,0,36.245,0.186,1.783,0.111,2.34,4.011,33.181,0.111,107.936,5.7,0.706,0.074,0.297,0.631,5.106,0,8.523,55.463,49.242,3.602,4.122,0.037,43.226,0.538,0.631,0.297,2.21,1.968,7,0.111,21.26,0.111,0.037,3.992,1.021,1.615,37.21,0.446,0,0.149,0.149,0.334,0.056,3.472,1.281,2.024,1.17,111.037,0.186,22.189,0.111,0.26,0.26,0.483,68.943,22.467,0,0,0.297,120.488,0.334,0.78,0.019,31.528,0.966,65.137,0,4.122,6.425,0,2.302,0.037,0.167,9.618,0.334,12.366,0.223,115.734,4.363,12.849,1.485,0.687,52.715,6.35,101.864,0.576,0.223,11.549,1.04,0.613,0.464,0.074,0.538,84.392,0.037,1.225,0.408,0.037,1.096,0.743,0.594
SD0888,90.567,561.504,0.086,79.455,54.443,436.315,3.561,0.043,0.043,0.086,126.175,0.172,11.326,493.118,16.646,0.987,0.3,2.188,11.326,36.81,31.919,0.043,5.105,57.403,200.954,0.386,0.172,40.071,0.043,0,0.086,6.95,0.515,19.392,2.059,5.62,8.881,0.343,0,1.974,19.049,74.821,19.22,169.12,0,30.074,232.358,85.161,1.459,48.565,15.402,55.172,301.474,10.211,22.309,113.991,0,1.03,31.619,19.177,0.472,3.089,25.141,229.527,0,0.086,0.129,0.644,30.847,59.763,0.086,2.789,0.086,50.024,1.974,1.974,0.772,2.36,50.238,2.36,37.325,0.858,0,0.086,0,42.559,1.502,0,0.386,0.257,0,11.584,4.633,34.021,7.551,1.759,2.188,0.172,29.474,0.772,0.858,14.372,4.076,1.888,0.086,8.366,3.69,0.601,8.538,0.858,45.905,1.63,0.086,0.429,0,0.043,47.278,0,5.963,1.416,2.231,1.845,5.105,0.129,134.541,32.348,0.386,0.429,0,0.043,3.303,4.548,5.663,3.432,51.568,4.633,8.924,1.244,1.287,0.858,1.845,1.673,2.145,17.461,3.432,0.086,9.524,0.086,0,11.026,0.257,0.386,82.587,0.601,1.244,0.086,1.716,4.204,0,2.917,0.729,1.759,0.043,48.565,0.515,11.498,1.673,0.172,1.373,0.601,69.845,8.623,0,0.215,0,72.333,0.901,1.459,0.086,35.738,0.343,84.775,0,3.69,25.784,0.086,1.974,0,1.459,3.346,0,7.293,0.086,116.737,12.356,1.244,4.762,0.429,23.124,4.419,81.729,1.244,0.215,10.382,0.772,0.644,0.987,0.901,0.043,43.546,0.043,1.073,0.815,0.3,0.729,0.386,0.086
SD0901,0.24,4.798,9.664,0.069,0.069,4.832,132.31,10.932,5.414,10.966,0.48,20.835,0.034,0.514,0.137,0.034,9.938,3.05,585.472,2.502,1.131,0.445,0.274,0.034,2.467,15.352,3.016,0.069,10.349,17.854,4.866,0.034,11.788,0.034,0.069,0.103,0,5.723,5.757,0,0.445,1.953,0.137,2.673,11.446,0,0.206,0.034,0,4.832,9.972,2.741,3.941,0.103,0.788,1.028,11.171,0.034,0.171,0.754,25.256,0.034,6.819,1.131,0.171,0.857,2.467,0,19.67,1.953,4.695,20.253,1.028,1.199,58.736,17.682,0.103,1.782,2.844,0.069,3.153,11.206,0.754,1.199,5.689,1.405,131.247,0.583,4.318,0,1.371,225.93,0.034,0,1.508,0.103,0.034,0.548,2.81,15.215,0,0,0.685,1.302,1.439,0.034,0.034,1.988,0.24,17.374,32.486,0.171,1.508,3.872,2.913,1.234,134.229,4.455,0,16.62,18.059,0.137,0.034,1.679,13.844,2.33,29.916,6.374,0.069,0.206,0.514,4.009,148.381,330.962,966.192,0.274,0.24,13.673,80.085,91.085,0,1.919,0.137,86.664,29.573,2.296,0.103,2.981,0.48,0.034,3.187,27.894,0.445,8.396,1.371,16.209,0,4.421,0.069,0.069,11.72,0.171,4.112,3.153,5.826,2.536,16.86,0,5.86,58.701,12.816,1.679,1.439,0.103,0.445,1.508,0.034,0,2.296,3.632,14.187,1.028,7.882,0,1.165,3.187,0.206,2.433,0.343,0.411,0.103,22.617,0.548,8.567,0.274,0.583,12.611,0.48,388.361,0.754,2.673,0.274,0.034,7.059,0.514,8.43,8.087,0,1.474,2.81,0.72,0,0,0.617,0.034,1.371,3.324
SD0904,1.645,31.633,15.199,6.767,0.35,5.368,167.87,1.419,3.167,4.278,4.422,41.793,0.288,4.463,0.062,4.792,61.702,1.193,2670.111,2.118,0.247,0.596,4.854,1.234,10.345,10.818,4.216,76.017,9.05,0.309,1.913,1.707,2.386,0.185,0.021,1.789,0.473,8.515,1.09,0.082,1.789,1.933,1.81,0.905,2.715,0.041,5.471,0.35,0.021,12.628,2.962,15.713,19.354,0.905,2.55,5.224,1.748,0.021,167.953,21.678,27.992,0.247,3.949,12.155,3.209,0.206,0.638,0.35,61.969,3.682,0.72,25.75,0.967,16.947,31.262,10.592,1.111,0.041,32.743,1.357,28.589,260.218,7.199,0.226,1.213,4.607,36.939,1.666,1.769,3.99,0.494,47.243,96.276,85.642,1.234,0.103,0.041,0.391,2.077,43.911,0.555,12.094,1.46,0.206,0.432,3.969,0.638,23.838,45.33,3.64,14.047,1.563,4.216,10.921,0.761,2.468,209.252,0.843,1.131,6.993,74.371,2.591,1.213,4.36,32.723,29.082,10.777,6.869,0.267,0.74,48.477,1.09,24.701,11.477,297.445,21.328,23.138,1.378,105.346,11.579,1.872,9.152,0.555,157.731,58.452,1.933,1.851,0.329,0.123,1.172,32.332,4.319,5.882,3.846,1.399,1.111,0.391,0.596,6.458,24.393,2.118,0.514,0.021,14.788,6.376,32.208,0.247,0.288,1.419,2.406,12.361,0.761,0.082,0.452,0.206,25.75,0.041,6.026,0.123,168.076,1.419,562.269,0.247,4.998,23.467,0.72,14.582,0.761,0.638,47.531,0.617,43.911,0.082,68.242,0.617,0.391,6.746,1.07,70.525,21.225,341.088,0.658,3.496,1.728,0.391,10.201,3.599,1.851,1.789,8.412,0.926,5.574,0.72,0.309,3.25,1.172,3.209
SD0942,118.624,393.741,0.049,28.525,2.754,164.903,0.246,0.295,0,0.049,37.279,1.721,13.967,62.066,13.967,0.098,1.574,0.197,7.131,13.131,11.459,0,15.689,1.328,99.739,0.246,0,12.246,0.344,0.098,0.049,0.049,0.295,14.459,0.492,0,0.934,0.049,0.197,0.836,1.525,30.541,0.197,11.115,0.049,4.623,2.41,2.459,0.443,24.64,0.443,108.394,35.754,8.066,7.328,9.295,0,0,0.934,6.492,0.197,1.869,26.558,62.853,0.098,0.049,0,0.246,2.705,27.197,0.639,2.164,0,15.344,48.296,0.541,0.098,0.049,15.443,0,6.836,1.082,0,0.59,0,8.164,0.148,0,0.295,0,0.197,75.296,2.066,0.836,4.574,0.295,1.131,0,3.836,9.148,0.098,0.197,1.721,0.59,0.148,0.984,0,0.344,12.344,3.787,0.885,0.098,0.148,0.443,0,0.148,65.41,0.492,0.492,0.098,0.984,0.885,1.18,1.082,30.099,0.148,0.836,0.541,0.246,0,0,0.492,22.476,16.525,75.935,2.066,0.787,0.295,3.344,3.541,0.639,0.393,1.574,2.311,4.426,0.246,0.541,0,0,0.984,2.656,0.885,7.033,0.443,0,0.049,0.295,0.639,0,0,0.098,0.885,0.836,2.164,0.492,23.066,0,2.361,2.902,0.098,94.525,8.312,0,0,0,15.049,0.689,0,1.279,56.558,0.492,116.46,0,0.885,40.23,0,0,0.098,0.148,0.59,0,17.459,0.197,81.689,2.508,0.738,1.279,1.525,14.115,6.492,38.115,0.492,0.049,26.902,0.098,0.738,1.131,0.098,0.295,16.377,0.049,0.197,1.574,0.541,0.049,0.787,1.033
SD0943,304.303,5041.858,0.211,17.542,33.732,693.442,2.452,0,0.169,0.042,4.861,0.127,13.696,134.969,10.948,3.508,0.085,0,3.804,55.585,2.959,0.042,65.772,129.938,179.268,0.085,0,9.807,0.085,0.634,0.042,16.612,0.338,2.409,0.93,17.415,32.125,0,0,11.751,3.001,68.309,51.992,221.961,0.042,2.198,53.81,15.894,14.752,109.099,0.169,178.803,185.228,4.65,25.108,77.523,0.127,14.499,0.507,6.383,2.029,40.41,49.414,244.364,0.042,0.169,0.042,1.014,3.213,72.367,0.296,0.803,0,46.539,0.127,0.592,8.623,0,12.216,2.409,15.555,1.691,0,0.127,0.169,36.099,0.38,0,0.127,0,0,8.454,1.099,0.888,3.213,1.522,2.959,0.169,20.374,0.845,1.987,0.634,16.739,5.622,0.042,1.184,12.132,0.042,12.174,0.211,1.31,9.807,0.296,0.254,0,0.085,18.599,0.042,0.888,1.31,2.114,0.042,0.93,0.38,181.297,1.479,0.634,0.676,0,0,0.085,0.127,2.621,3.339,31.407,1.606,0.676,0,2.452,0.55,1.944,0.169,4.65,15.555,2.071,0.338,5.706,0.042,0,10.61,0.592,0.465,10.229,0.211,0.085,0.845,2.029,0.169,0.085,0.592,1.099,2.24,0.085,33.985,0.169,254.17,0.085,2.874,2.367,3.255,413.952,38.297,0.211,0.127,0.085,141.901,0.761,0.211,0,33.774,0.338,52.33,0,2.79,20.332,0.169,0.38,0.042,8.369,1.395,0,8.2,0.042,203.7,24.939,6.002,5.157,5.157,5.876,5.284,60.277,2.156,4.607,26.672,0.338,0.423,1.522,0.465,0,61.799,0,0.169,0.803,0.127,0.127,0.338,0.254
SD0946,0.379,89.022,0.531,6.976,0.152,4.095,4.588,0,0.265,0.417,1.896,0.341,2.313,4.171,2.199,2.085,0.417,0,541.524,13.422,4.777,0,3.905,2.009,37.686,17.402,0.076,25.289,0.152,0.91,0.038,1.403,3.412,0.303,0.114,1.137,0,0.114,1.592,0,0.114,21.042,2.692,25.44,0.265,0.038,14.938,0.872,0,15.658,9.706,16.227,53.914,2.54,8.948,56.795,0.455,0.076,36.359,8.91,9.061,0.455,2.085,42.426,0.114,0.114,0.076,0.493,2.502,5.308,4.322,1.289,0.114,15.81,3.147,2.313,2.73,3.185,21.383,0.152,12.019,0.645,0.076,0.19,5.763,13.687,4.929,0,0.455,0.114,0.038,112.263,169.703,41.25,9.061,0,0.796,0,17.251,31.582,0.531,5.346,1.706,0.227,1.517,1.744,0.531,0.531,24.151,4.322,185.172,0.948,0,0.682,0,0.417,25.63,0.038,0.872,2.464,11.753,0.569,5.649,1.744,51.184,37.649,16.417,0.152,0.265,3.564,2.351,7.81,42.956,61.762,220.394,4.436,30.559,0.19,28.246,2.768,5.725,0.531,0.341,15.317,20.474,0.265,0.72,0.19,0.531,0.682,0.303,1.744,2.73,0.569,1.517,0.455,0.114,0.379,0,7.431,3.033,0.303,3.602,16.455,0.417,48.871,0.038,0.265,1.782,9.365,42.236,3.185,1.365,0.038,0.038,56.264,0,3.602,0.114,64.34,6.294,231.844,0.607,6.294,15.962,0.569,2.275,0,0.265,10.54,0.076,4.208,0.114,229.19,2.768,0.531,1.175,3.905,32.265,34.312,151.997,1.213,0.91,2.351,0.114,1.365,0.72,1.441,0.379,14.938,0.265,1.934,3.071,0.227,1.289,0.265,1.137
SD0995,0.829,6.578,0,0.363,0.104,150.259,0.207,0.725,0,3.056,0.155,0.052,0.207,0.052,0.104,49.776,0.104,0.052,4.662,3.677,385.773,0,0.881,0.673,29.057,16.005,0.414,67.127,1.191,0,6.112,0.052,0.259,0.622,20.77,0.052,0,0.104,0.052,0.052,1.088,16.782,0.104,12.586,0.259,0.155,5.905,0.104,0,24.551,0.104,4.921,48.014,1.191,150.984,9.841,0.363,1.347,0.311,53.764,0.932,0,3.833,14.762,0,0,0,0.155,0.104,16.626,0.052,1.347,0,13.001,13.519,0.518,0.104,0.052,68.629,0.052,124.258,1.709,0,0,0.052,1.14,0.466,0,0.363,0,0.104,0.311,1303.021,1.295,9.012,0.207,2.227,0.207,10.1,0.57,0.311,25.483,6.215,0.207,0,7.303,0.052,0.414,4.558,0.052,0.57,31.543,0.259,0.57,0,0,5.853,0,0.622,0.052,0.466,1.347,0.155,0.104,32.269,10.825,2.175,5.749,0.207,0,0.259,0.052,27.193,22.479,5.853,0.777,1.761,0.363,4.195,4.713,1.813,0.207,0.207,0.414,3.004,0.052,1.554,0.155,0.207,27.037,0.311,0.259,19.32,0.881,0,3.677,0.052,2.02,0.052,0.466,5.956,0.414,0,4.869,0.104,37.707,0,0.155,0.155,0,64.278,18.854,0,0.052,0,2.331,0.155,0.155,0.052,174.292,0.104,109.703,0.052,3.16,85.722,0,0.518,0.207,0.311,1.709,0,12.327,0,1242.317,1.347,7.2,1.554,12.017,166.523,32.528,390.124,0.881,1.14,9.686,0,4.04,0.155,2.59,1.14,79.454,0.207,5.18,0.777,0.207,0.57,0.259,0.725
SD1005,0.384,5.452,17.546,0.538,0.038,1.075,282.657,3.916,3.532,49.298,0.346,33.672,0.192,0.96,0.038,0,25.455,8.37,914.816,3.379,0.23,5.721,0.154,0.154,4.031,6.911,2.918,0.115,6.335,16.164,7.18,0.077,11.48,0,0.038,0,0.038,8.6,1.459,0.038,0.192,0.768,0.346,6.105,5.452,0,0.346,0.115,0,0.96,39.469,6.45,3.686,0.346,0.346,0.729,2.496,0,0.23,0.422,212.511,0.077,8.408,0.576,0.806,0.461,62.122,0,129.887,0.806,5.951,8.332,3.379,1.113,366.356,8.907,0.077,3.225,1.843,0,1.152,51.141,0.691,1.421,9.138,0.653,22.653,0.461,1.996,1.229,0.614,117.908,0.461,0.192,0.23,0,0,3.033,2.304,9.291,0.077,0.115,0.307,0.192,3.34,0.115,0.077,10.866,1.689,13.284,75.329,0.038,2.188,64.848,0.422,3.686,138.372,2.112,0,17.776,20.579,0.23,0.23,15.166,5.874,0.729,19.043,7.487,0.499,0.576,0.192,8.677,116.91,172.082,232.092,0.077,0.269,0.384,221.803,18.007,0.307,8.37,0,39.047,150.313,6.412,0.653,0.346,0.192,0.499,4.07,6.22,0.115,4.799,1.113,5.106,2.764,1.459,0.346,0.038,11.864,0.038,2.265,3.34,2.419,5.337,3.724,0.115,18.084,13.016,8.216,6.028,0.422,0.23,0.576,0.346,0.192,0.038,4.3,3.571,1.037,23.497,0.077,0.729,3.916,1.267,0.154,0.307,0.154,0.192,0.115,37.741,0.346,12.824,1.728,0.269,16.817,0.154,179.723,3.033,110.997,0.154,0.038,9.79,0.538,7.64,5.26,0.038,0.614,1.92,4.185,0.038,0,0.115,0.154,0.499,2.342
